flight_id,airline_name,airline_code,flight_number,departure_airport,arrival_airport,cabin_class,ticket_type,aircraft_type,departure_time,arrival_time,flight_duration_hours,distance_miles,base_fare_usd
871,Air France,AF,AF1722,CDG,SCL,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,3/12/2025,5/29/2023,11.34,1632,1523.92
872,SAS Scandinavian,SK,SK5197,CPH,VIE,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,2/12/2026,3/22/2023,8.86,4161,1354.18
873,KLM Royal Dutch Airlines,KL,KL6936,AMS,CPH,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,2/5/2025,8/20/2022,2.65,7040,663.38
874,Qatar Airways,QR,QR5930,DOH,ADD,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,6/19/2026,5/27/2026,2.65,6342,1298.92
875,Emirates,EK,EK4968,DXB,NBO,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,6/13/2022,10/10/2023,15.13,7089,1415.97
876,Avianca,AV,AV7927,BOG,ORD,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,1/1/2023,2/27/2023,6.1,1249,3389.11
877,Qatar Airways,QR,QR3784,DOH,NBO,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,7/12/2026,3/20/2023,15.79,6749,2535.7
878,Singapore Airlines,SQ,SQ5275,SIN,MEL,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,9/9/2026,2/2/2023,14.72,2313,1585.4
879,LATAM Airlines,LA,LA9236,GRU,BOS,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,6/14/2024,6/16/2025,10.01,53,147.23
880,LATAM Airlines,LA,LA8240,GRU,YYZ,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,1/17/2026,7/8/2026,13.99,2871,3315.8
881,Southwest Airlines,WN,WN5978,LAX,YVR,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,6/17/2024,2/3/2023,4.37,764,3449.07
882,British Airways,BA,BA4649,LHR,CDG,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,2/19/2022,8/20/2024,14.48,8844,1831.23
883,Singapore Airlines,SQ,SQ1305,SIN,PEK,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,6/28/2026,11/6/2026,9.69,4310,1114.1
884,Ethiopian Airlines,ET,ET1697,ADD,NBO,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,4/19/2026,8/5/2022,8.67,3977,1732.12
885,Thai Airways,TG,TG6855,BKK,SIN,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,4/27/2025,7/10/2024,16.77,2655,2777.19
886,Alitalia,AZ,AZ5154,FCO,MAD,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,2/27/2026,12/24/2026,5.59,569,2813.18
887,Aeroméxico,AM,AM3867,MEX,ORD,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,4/17/2025,4/9/2024,11.47,310,2418.19
888,Iberia,IB,IB8156,MAD,FRA,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,5/1/2022,2/22/2023,3.46,852,947.23
889,Delta Air Lines,DL,DL6343,JFK,ATL,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,4/30/2025,10/21/2023,16.92,7517,1738.11
890,LATAM Airlines,LA,LA5103,GRU,EZE,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,10/27/2022,9/1/2022,11.64,2951,2428.55
891,British Airways,BA,BA4184,LHR,CDG,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,2/28/2026,2/19/2022,5.07,2579,359.58
892,Air Canada,AC,AC2255,YYZ,JFK,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,3/28/2026,3/12/2024,9.88,244,102.06
893,Qatar Airways,QR,QR1441,DOH,ADD,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,8/18/2025,5/31/2022,13.48,7921,2164.78
894,SAS Scandinavian,SK,SK2122,CPH,CDG,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,9/12/2023,7/28/2022,13.12,1833,1030.82
895,Cathay Pacific,CX,CX9990,HKG,SIN,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,1/23/2024,5/5/2025,5.12,6736,514.98
896,LATAM Airlines,LA,LA4286,GRU,EZE,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,3/22/2026,8/28/2025,4.51,4254,2864.64
897,American Airlines,AA,AA7975,JFK,ATL,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,11/26/2023,5/25/2026,3.85,1579,740.13
898,Delta Air Lines,DL,DL2865,JFK,ATL,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,1/21/2025,2/5/2023,13.46,5891,2560.81
899,Korean Air,KE,KE7078,ICN,HND,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,11/21/2023,7/29/2026,16.28,252,1405.68
900,SAS Scandinavian,SK,SK3846,CPH,CDG,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,4/2/2025,5/7/2026,7.87,7695,3289.16
901,Aeroméxico,AM,AM6142,MEX,ORD,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,9/21/2024,1/27/2024,7.15,783,47.1
902,Thai Airways,TG,TG5091,BKK,SIN,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,3/25/2023,1/26/2025,5.24,4455,3208.63
903,American Airlines,AA,AA8361,JFK,YYZ,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,3/9/2023,5/16/2025,14.12,1892,1290.76
904,KLM Royal Dutch Airlines,KL,KL5768,AMS,CDG,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,7/20/2025,6/20/2025,7.76,8002,55.77
905,Southwest Airlines,WN,WN9725,LAX,SFO,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,8/11/2024,1/17/2026,16.0,5376,2928.07
906,United Airlines,UA,UA8290,LAX,SFO,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,8/27/2024,6/11/2024,7.18,1758,1653.94
907,Air Canada,AC,AC3743,YYZ,LHR,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,1/17/2022,10/14/2026,3.46,2394,172.5
908,South African Airways,SA,SA7221,JNB,NBO,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,12/1/2024,2/7/2023,9.01,2809,1684.18
909,Avianca,AV,AV4884,BOG,ORD,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,9/12/2024,11/11/2024,11.48,529,2649.45
910,KLM Royal Dutch Airlines,KL,KL6936,AMS,CPH,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,12/19/2026,10/24/2026,1.05,3866,559.1
911,Aeroméxico,AM,AM2190,MEX,MEL,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,10/21/2023,8/14/2023,6.53,129,39.64
912,Ethiopian Airlines,ET,ET7901,ADD,DOH,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,11/27/2025,12/12/2026,6.07,1866,2741.07
913,Thai Airways,TG,TG9446,BKK,SIN,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,11/19/2024,2/24/2023,3.85,7397,843.61
914,United Airlines,UA,UA3037,LAX,SFO,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,5/28/2024,12/12/2023,6.9,7795,2880.4
915,All Nippon Airways,NH,NH4854,HND,ICN,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,3/12/2025,4/14/2026,2.18,4872,876.85
916,Aeroméxico,AM,AM7520,MEX,ORD,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,7/26/2026,6/29/2023,17.88,2805,459.64
917,Air India,AI,AI3641,DEL,CAI,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,2/15/2026,7/5/2024,16.18,8373,817.31
918,Iberia,IB,IB2561,MAD,CAI,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,3/28/2022,2/17/2024,12.34,3876,1359.35
919,Air India,AI,AI9264,DEL,BOM,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,4/15/2023,3/6/2022,16.24,2598,3096.22
920,Singapore Airlines,SQ,SQ1939,SIN,PEK,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,9/25/2025,6/22/2024,2.48,1016,256.36
921,United Airlines,UA,UA5184,LAX,SFO,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,4/28/2022,4/18/2023,4.31,6865,3293.02
922,Emirates,EK,EK9536,DXB,JNB,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,11/21/2026,5/3/2026,10.71,4491,353.79
923,Alitalia,AZ,AZ5063,FCO,CDG,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,6/24/2022,3/15/2024,12.72,305,2706.36
924,United Airlines,UA,UA1878,LAX,DXB,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,3/7/2026,12/11/2022,0.79,2693,1412.26
925,Cathay Pacific,CX,CX5062,HKG,SIN,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,3/6/2022,4/17/2025,14.09,2973,1479.72
926,LATAM Airlines,LA,LA1090,GRU,EZE,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,7/12/2022,7/1/2025,1.61,3415,1755.91
927,Qatar Airways,QR,QR1463,DOH,ADD,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,10/24/2022,9/9/2025,5.79,2478,300.4
928,LATAM Airlines,LA,LA1185,GRU,MUC,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,10/10/2026,11/20/2024,16.55,232,2991.88
929,Air India,AI,AI7504,DEL,BOM,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,5/3/2022,3/23/2026,8.36,3197,1263.04
930,Lufthansa,LH,LH1304,FRA,CDG,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,7/8/2022,4/6/2024,17.16,3745,3101.76
931,Korean Air,KE,KE7584,ICN,BOM,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,10/13/2022,7/28/2026,7.75,4944,3323.33
932,LATAM Airlines,LA,LA3981,GRU,EZE,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,4/5/2022,9/6/2023,9.63,1645,2679.62
933,American Airlines,AA,AA2173,JFK,ATL,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,2/4/2025,7/24/2026,5.09,4619,1358.69
934,Air New Zealand,NZ,NZ3326,AKL,SYD,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,7/30/2025,3/14/2025,2.03,5438,2867.41
935,Iberia,IB,IB2377,MAD,ZRH,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,11/21/2025,2/10/2026,11.49,2635,3019.61
936,Alitalia,AZ,AZ7452,FCO,FRA,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,5/12/2023,4/30/2023,0.65,4487,1501.2
937,Emirates,EK,EK6770,DXB,DOH,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,10/24/2025,3/19/2022,3.32,5628,2208.7
938,Emirates,EK,EK1809,DXB,DOH,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,2/10/2023,7/25/2022,6.3,507,1279.52
939,Ethiopian Airlines,ET,ET9224,ADD,LHR,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,3/10/2025,10/16/2024,15.7,4758,1797.0
940,Korean Air,KE,KE2609,ICN,CPH,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,7/21/2026,6/17/2026,1.39,329,996.45
941,LATAM Airlines,LA,LA5926,GRU,EZE,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,5/9/2026,10/29/2024,2.72,2841,3189.94
942,Ethiopian Airlines,ET,ET4581,ADD,DOH,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,7/30/2022,11/30/2024,11.29,3840,1053.72
